74.44
74.61
74.61
74.61
74.84
74.84
74.88
74.88
74.88
74.86
74.86
78.68
78.68
78.68
350.45
350.45
608.65
608.65
608.65
600.22
600.22
600.49
600.49
600.49
599.75
599.75
600.09
600.09
600.10
600.10
600.10
600.34
600.34
600.21
600.21
600.21
475.45
475.45
225.27
225.27
225.27
99.67
99.67
99.40
99.40
